topic,job_title,site (remote country),tasks,Perks/Benefits,Skills/Tech-stack required,Educational requirements,seniority,yoe,employment_type,extra_info,created_at,job_id,posted_by
MLOps,Lead Machine Learning Engineer (Multiple Positions),"Seattle, Washington, United States","Analyze experiment data using big data tools
Build and train ML and deep learning models
Collaborate with cross-functional teams on product strategy
Design and execute user experiments and significance analyses
Formulate user data models
Mentor junior engineers and interns
Research and design ML models for system and feature optimization
Work across ML lifecycle including data prep, feature engineering, hyperparameter tuning, model evaluation",,"Analytics tools, Big Data, Big-data frameworks, Data Analysis, Data Engineering, Data Frameworks, Deep learning, Experiment design, Feature Engineering, Hyperparameter Tuning, Machine Learning, ML frameworks, Model Evaluation, Model Optimization, Statistical modeling, Statistical Testing","Bachelor, Master, PhD",Senior level / Expert,5,Full Time,,2025-08-09,mlops-lead-machine-learning-engineer-multiple-positions-01,parker-kemp@demo
MLOps,"Production Systems Engineer, Tooling","Menlo Park, CA","Develop full-stack and backend tools
Enhance validation frameworks
Optimize AI hardware validation
Contribute to publications and open-source projects",,"Data Processing, Deep learning, Distributed Computing, GPU Computing, Language Processing, Machine Learning, Model Evaluation, Multilingual Modeling, Multimodal modeling, Natural Language, Natural Language Processing, Python, PyTorch, Reinforcement Learning","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,8,Full Time,USD 163K-225K,2025-08-09,mlops-production-systems-engineer-tooling-01,stewart_freeman_and_fox@demo
MLOps,Software Engineering Manager - AI Systems Co-Design,"Bellevue, WA | Menlo Park, CA","Deliver efficient compute systems for large-scale AI workloads
Drive technical roadmap for high performance computing and AI/ML systems
Enable performance at scale for inference and training models
Grow team skills and capabilities
Lead and support engineering teams on AI infrastructure
Manage cross-functional hardware and software efforts","Benefits
Bonus
Equity","Collective communication, Collective communication libraries, Communication libraries, CUDA, Distributed Systems, GLOO, GPU/ASIC kernel development, High Performance, High-Performance Computing, Kernel development, MPI, NCCL, Network Architecture, Performance Computing, Performance optimization, RCCL, ROCm, Systems Architecture, UCC","Bachelor's Degree, Master's Degree, PhD",Mid-level / Intermediate,5,Full Time,USD 177K-251K,2025-08-09,mlops-software-engineering-manager-ai-systems-co-design-01,stewart_freeman_and_fox@demo
MLOps,"Research Scientist Manager, MetaAI Assistant Core Capabilities","Menlo Park, CA","Build relationships with clients and peers
Conduct cutting-edge research in machine learning systems
Design and optimize scalable AI systems
Develop models for data semantics across modalities
Innovate in resource-efficient AI hardware and software
Publish research findings and contribute to product development","Benefits
Bonus
Equity","AI System Optimization, C#, C++, Co-design, Distributed Training, Energy Efficiency, Hardware/software, Hardware-Software Co-design, Machine Learning, Memory and energy efficiency, ML Systems, Network architectures, Neural Network, Neural Network Architectures, Python, PyTorch, Research Collaboration, Rust, Scalable machine learning, Software Co-design, System Optimization","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,13,Full Time,USD 213K-293K,2025-08-09,mlops-research-scientist-manager-metaai-assistant-core-capabilities-01,burns-parsons@demo
MLOps,"Research Engineer, ML, AI & Computer Vision","Redmond, WA","Build real-time 3D perception prototypes
Collaborate across teams on project development
Define and execute system research roadmaps
Research and develop ML models for object detection and tracking","Benefits
Bonus
Equity","Backend Development, Compute Clusters, Data Pipelines, Docker, Kubernetes, ML Infrastructure, Python, PyTorch, Thrift","Bachelor's Degree, Relevant technical field",Senior level / Expert,5,Full Time,USD 141K-208K,2025-08-09,mlops-research-engineer-ml-ai-and-computer-vision-01,figueroa_and_sons@demo
MLOps,ML Infra Specialist,"Redmond, WA","Analyze and improve system efficiency and scalability
Create experimental protocols for human-subjects research
Design and implement ML pipelines for dataset processing
Develop ML and CV models for robotics and manipulation","Benefits
Bonus
Equity","Computer Vision, Data Analysis, Deep learning, Deep learning frameworks, Imitation Learning, Language Models, Large Language Models, Machine Learning, Multimodal Data, Multimodal Data Analysis, Policy Development, Python, PyTorch, Reinforcement Learning, Representation Learning, Robotics policy development, Robotics research, Self-supervised, Self-Supervised Learning, Supervised Learning, TensorFlow, Vision-language, Vision-Language-Action Models","Bachelor's Degree, PhD",Senior level / Expert,5,Full Time,USD 170K-251K,2025-08-09,mlops-ml-infra-specialist-01,mitchell-hoffman@demo
MLOps,"Software Engineer, SystemML - AI Networking","Menlo Park, CA","Build custom features, benchmarks, and performance tuners around NCCL and PyTorch
Develop and own collective communication library for large-scale GPU training
Contribute to publications and open-source projects
Design and execute experiments
Explore new techniques in generative AI and multimodal understanding","Benefits
Bonus
Equity","Computer Vision, Generative AI, Language Models, Language Processing, Large Language Models, Machine Learning, Multimodal AI, Natural Language, Natural Language Processing, Open Source, Open-source collaboration, Python, PyTorch, Research experimentation, Speech Processing","Bachelor's Degree, PhD",Senior level / Expert,3,Full Time,,2025-08-09,mlops-software-engineer-systemml-ai-networking-01,martin-bennett@demo
MLOps,Software Engineer (Technical Leadership) - AI Specialist,"Burlingame, CA","Advance intelligent machine science
Apply machine learning to product development
Collaborate with cross-functional teams
Design end-to-end AI systems
Develop and debug AI code
Lead research projects
Publish research findings
Lead team goals and technical direction
Leverage machine learning, data regression, and rules-based models","Benefits
Bonus
Equity","Artificial Intelligence, AWS SageMaker, C++, Data Mining, Hadoop, HBase, Infrastructure Design, Java, Machine Learning, MapReduce, ML Infrastructure, ML infrastructure design, NLP, Pattern Recognition, Pig, Python, PyTorch, R, Recommendation Systems, Scikit-learn, Spark, TensorFlow, TensorFlow Serving","Bachelor's Degree, Relevant technical field",Senior level / Expert,4,Full Time,USD 213K-293K,2025-08-09,mlops-software-engineer-technical-leadership-ai-specialist-01,figueroa_and_sons@demo
MLOps,"Software Engineer, Machine Learning","Menlo Park, CA","Adapt machine learning methods for distributed and parallel environments
Analyze system requirements and bottlenecks
Code in tandem with engineering team under supervision
Develop and optimize AI training infrastructure
Drive automation and tooling development
Lead engineering teams on scalability reliability and performance
Manage performance and recruitment
Mentor and develop team members","Benefits
Career development
Work environment support","Automation, Capacity Planning, Code review, Cross-Functional Collaboration, Networking, Performance Management, Systems engineering, Team Building, Technical Architecture, Troubleshooting","Bachelor's Degree, Master's Degree",Senior level / Expert,1,Full Time,USD 178K-200K,2025-08-09,mlops-software-engineer-machine-learning-01,richardson_kennedy_and_johnson@demo
MLOps,Staff Machine Learning Engineer,Los Angeles - Cerritos [R],"Build and deploy predictive analytics and risk assessment features
Collaborate with cross-functional teams to create product features
Design and implement AI solutions using classical ML and LLMs
Develop intelligent data extraction and personalized insights
Participate in agile development cycles
Stay updated on AI/ML advancements and explore new techniques
Troubleshoot and debug software issues
Write maintainable, testable code and design documentation","401k match
Company events
Employee resource groups
Flexible vacation
Health coverage
Life enhancement stipend
Remote work options","AI/ML, AI/ML techniques, Automated risk assessment, AWS, Azure, Cloud infrastructure, Data extraction, Distributed Systems, Docker, ES6, Fine Tuning, Hugging Face, JavaScript, Keras, Knowledge Distillation, Kubernetes, Language Models, Large Language Models, ML frameworks, ML techniques, NodeJs, PostgreSQL, Predictive Analytics, Prompt engineering, Python, PyTorch, Ranking Systems, Retrieval-Augmented Generation, Risk Assessment, Scikit-learn, Search and Ranking, Search and ranking systems, Semantic Search, TensorFlow, TypeScript","Bachelor, Master",Senior level / Expert,8,Full Time,,2025-08-08,mlops-staff-machine-learning-engineer-01,beltran-russell@demo
MLOps,Machine Learning Engineer,Remote (U.S.) [R],"Collaborate across disciplines
Communicate priorities and tradeoffs
Contribute to platform and infrastructure
Develop and maintain scalable AI agents for Microsoft Teams
Engage with customers during deployment
Iterate to improve product quality and scale
Lead design and development of distributed systems
Mentor and lead engineering teams
Monitor system performance and reliability
Partner with stakeholders to define requirements
Share knowledge on new trends and technologies","Career growth
Inclusive culture
Learning opportunities","Agile methodologies, AI, AI frameworks, C#, C++, Cloud infrastructure, Conversational AI, Distributed Systems, Java, JavaScript, Language Models, Large Language Models, Monitoring, Performance optimization, Python, Real Time, Real-time Systems, Reliability, Scalability, System Architecture, Time Systems, Web development","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,3,Full Time,USD 210K-240K,2025-08-08,mlops-machine-learning-engineer-01,dixon_inc@demo
MLOps,Principal AI Engineer,United States,"Advance LLM capabilities
Collaborate with engineering and product teams
Design and deploy real-time pricing models and data products
Implement monitoring and alerting systems
Partner with Data Science for model operationalization
Stay updated on emerging technologies and mentor junior team members","401k match
Annual bonus
Career development opportunities
Company events
Equipment provided
Flexible PTO
Medical/Dental/Vision
Paid parental leave
Workplace flexibility","Airflow, Argo Workflows, Cloud Composer, Cloud Deployment Manager, Cloud Workflows, Dash, Databricks, Datadog, Deployment Manager, Docker, DVC, ELK Stack, FastAPI, GCP, Git, Google Cloud, Google Cloud Deployment, Google Cloud Deployment Manager, Grafana, Kubeflow, Kubernetes, MLflow, NoSQL, Prometheus, Pytest, Python, PyTorch, Pyunit, Redis, Scikit-learn, SQL, Streamlit, TensorFlow, Terraform","Bachelor's Degree, Master's Degree",Senior level / Expert,12,Full Time,,2025-08-08,mlops-principal-ai-engineer-01,bennett_plc@demo
MLOps,"Engineering Manager, Training",Remote - Canada [R],"Collaborate with stakeholders to define and prioritize roadmaps
Conduct regular 1
Foster a high-performing, collaborative team culture
Develop integrations with internal systems and build APIs
Monitor and optimize AI performance for accuracy and efficiency",,"API Development, AWS, Azure, CRM Integration, Docker, ERP integration, GCP, JavaScript, Langchain, Node.js, NumPy, OpenAI API, Pandas, Python, React, REST API, REST API Development, Scikit-learn, TensorFlow","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,3,Full Time,,2025-08-08,mlops-engineering-manager-training-01,riley-gonzales@demo
MLOps,Engineering Manager,"Remote (Canada), Remote (US) [R]","Champion AI innovation
Collaborate with cross-functional teams
Develop local services for offline models
Ensure data privacy, performance, and security
Implement natural language understanding and response analysis
Integrate LLMs into Java backend systems
Personalize model outputs via prompt engineering
Support hybrid cloud and on-premises architecture","Flexible remote work
Growth opportunities
Influence in technical decisions
Modern tools and open-source models","AI Model Integration, API Integration, Cloud services, Cloud Services (AWS, Edge Computing, FastAPI, Flask, Huggingface, Hybrid Architecture, Java, JSON, Language Processing, Llama.cpp, Model Deployment, Model Integration, Model Quantization, Natural Language, Natural Language Processing, Ollama, Prompt engineering, Python, REST, Spring Boot","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,7,Full Time,,2025-08-08,mlops-engineering-manager-01,dixon_inc@demo
MLOps,Senior Machine Learning Engineer,San Francisco [R],"Author technical blogs
Collaborate with product and engineering teams
Contribute to open-source projects
Evaluate tool-use and multi-agent collaboration
Explore workflow-aware planning
Present research findings
Prototype and benchmark models
Research cost-optimized retrieval-augmented generation","Benefits
Flexible culture
Remote work
Vibrant environment","Benchmarking, CUDA, JAX, Language Models, Large Language Models, ML Research, Model Training, Open Source, Open source contribution, PyTorch, Reinforcement Learning, Technical writing, Transformer Architectures","Doctorate, Master's Degree, MS in Computer Science, MS in Machine Learning, PhD",Entry-level / Junior,3,Full Time,,2025-08-08,mlops-senior-machine-learning-engineer-01,mitchell-hoffman@demo
MLOps,Senior AI Engineer,"Singapore, Singapore","Build scalable AI systems for global expansion
Collaborate with cross-functional teams to integrate AI
Develop AI solutions with LLMs
Lead end-to-end AI development
Present models and results to technical and non-technical audiences
Partner with engineering design and marketing","Employee development programs
Flexible working hours
Paid volunteer days
Performance bonus
Referral bonus
Remote work
Stock options
Well-being support","AI, APIs, Databases, Data Systems, ML, Pipelines, Product Management, Prompt engineering, Prototyping, Stakeholder Communication","Bachelor's, Master's, PhD",Senior level / Expert,6,Full Time,,2025-08-08,mlops-senior-ai-engineer-01,dixon_inc@demo
MLOps,Applied Machine Learning Architect,"Bengaluru, India","Build and evaluate ML models for finance workflows
Collaborate with product and engineering teams
Design scalable architecture for multilingual NLP applications
Develop and maintain backend services for speech processing
Execute end-to-end ML projects including model fine-tuning and deployment
Implement MLOps practices for automation and experiment tracking","28 vacation days
Corporate benefits
Fitness and leisure access
Flexible office policy
Flexible working hours
Modern office in Berlin
Monthly train ticket
Team events
Training budget
Workation opportunities","API Design, Azure, Databricks, Data handling, Docker, Git, High Throughput, High-throughput data handling, Kafka, Kubernetes, Microservices, MLflow, ML frameworks, NLP, Python, Real Time, Real-time Systems, Speech Processing, Terraform, Time Systems","Bachelor's Degree, Master's Degree",Senior level / Expert,5,Full Time,,2025-08-08,mlops-applied-machine-learning-architect-01,martin-bennett@demo
MLOps,Solutions Architect,"Bogotá, DC, CO","Advance AI strategy and technical foundation
Collaborate with cross-functional teams
Design and deploy scalable AI/ML systems
Ensure model quality, transparency, and reproducibility
Evaluate and adopt emerging AI technologies
Guide AI/ML engineering best practices
Leverage AWS AI/ML services
Mentor engineers through technical influence","Community engagement
Competitive benefits
Fostering diversity
Inclusive culture
Recognized as a top workplace","AI frameworks, AWS Bedrock, AWS Lambda, AWS SageMaker, AWS Step Functions, CI/CD, CI/CD for ML, Cloud Data, Cloud Data Pipelines, Data Pipelines, Evaluation Techniques, Generative AI, Hugging Face, Hugging Face Transformers, Java, Langchain, Llamaindex, Machine Learning, MLOps, Model versioning, Open Source, Open-source AI, Open-source AI frameworks, Prompt engineering, Scalable System Design, Software Engineering, Step Functions, System design, Vector Databases","Bachelor's in Artificial Intelligence, Bachelor's in Computer Science, Bachelor's in Data Science, Master's in Related Field",Senior level / Expert,5,Full Time,,2025-08-08,mlops-solutions-architect-01,richardson_kennedy_and_johnson@demo
MLOps,Senior Applied Scientist,"Bangalore, Karnataka, India","Collaborate on user experience improvements
Collaborate with cross-functional teams
Create evaluation frameworks for models
Deploy models in production environments
Design and deploy LLM-powered AI solutions
Develop prompts and RAG pipelines
Implement safety and security guardrails
Maintain and improve AI systems","Certifications
Company equipment
Conferences
Flexible work
Learning opportunities
Mentorship","API Development, API Integration, AWS Bedrock, Azure Prompt Flow, Bias Mitigation, CI/CD, Cloud Computing, Containerization, Generative AI, Langchain, Llamaindex, LLMs, ML deployment, Model Evaluation, NLP, OpenAI API, Prompt engineering, Prompt Flow, Python, Responsible AI, Retrieval-Augmented Generation, Safety Guardrails, Streaming Architectures, Transformers, Version control","Bachelor's Degree, Data Science, Engineering, Master's Degree",Senior level / Expert,5,Full Time,,2025-08-08,mlops-senior-applied-scientist-01,byrd_ltd@demo
MLOps,Dev Ops / SRE,"Paris, France","Advise on new architectures and technologies
Automate build testing and deployment
Automate data collection processes
Continuously improve infrastructure
Define and implement logging monitoring and reporting strategies
Define and promote best practices for CI/CD
Develop automation tools for data retrieval
Support team growth and collaboration","Backed by top investors
Growth opportunities
High-autonomy culture
Impact visibility
Remote work","Ansible, Automation Scripting, Azure, CI/CD, CI/CD pipelines, Configuration Management, DevOps practices, Docker, GCP, GitLab, Kubernetes, Monitoring and Logging, Terraform","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,5,Full Time,,2025-08-08,mlops-dev-ops-sre-01,pham_ltd@demo
MLOps,Researcher Graduate (Applied Machine Learning - Enterprise) - 2026 Start (BS/MS),Singapore,"Analyze user needs and develop software
Collaborate with cross-functional teams
Design data integration systems
Design, test, and deliver software features
Develop LLM agents for data exploration
Estimate effort and plan implementation
Identify and propose system improvements
Implement AI-powered data analysis features
Integrate conversational analytics
Research and develop software and network solutions
Segment and design system layers
Update and enhance software capabilities
Work with hardware engineers on system integration","Collaborative environment
Global team exposure
Innovative projects","AI/ML, AI/ML Integration, Data analytics, Data Visualization, Distributed Systems, Fault-tolerant systems, Fine Tuning, Fine-tuning LLMs, Java, Langchain, Langgraph, Language Models, Large Language Models, LLM Frameworks, ML integration, Object-Oriented, Object-oriented design, OLAP Databases, Open Source, Open source LLM, Open Source LLM Frameworks, Retrieval-Augmented Generation, Scalable Software, Scalable Software Development, Software development, Software testing, System Integration","Bachelor's Degree in Computer Science, Bachelor’s Degree in Related Discipline",Mid-level / Intermediate,2,Full Time,,2025-08-08,mlops-researcher-graduate-applied-machine-learning-enterprise-2026-start-bs-ms-01,osborne_burgess_and_moon@demo
MLOps,Senior Machine Learning Engineer,"Menlo Park, CA","Adapt machine learning methods for distributed and GPU environments
Analyze system requirements and bottlenecks
Build scalable algorithms and tools using deep learning and data models
Code independently and collaborate with engineering teams
Design and test compilers and network software for social data
Develop solutions leveraging deep learning techniques
Research and develop operating systems-level software
Work on classification and optimization problems like fraud detection and ranking","Benefits
Bonus
Equity","Algorithms, Artificial Intelligence, C++, Data Mining, Data Regression, Deep learning, Distributed Systems, Java, Linux, Network Programming, Pattern Recognition, Python, Recommendation Systems, Rules-based models, Scalable System Design, SQL, System design, Unix, Version control",Bachelor's Degree,Senior level / Expert,1,Full Time,USD 227K-240K,2025-08-08,mlops-senior-machine-learning-engineer-02,adkins-rodriguez@demo
MLOps,Lead Engineer - Workflows AI,Delhi [R],"Apply prompt engineering techniques including few-shot and dynamic context
Build modern agents with LangGraph, MCP, gRPC
Build scalable AI services
Collaborate with cross-functional teams
Deploy using Github Actions, Azure stack, ArgoCD
Design and optimize hybrid retrieval systems
Explain complex ideas clearly
Improve retrieval for large data lakes
Integrate AI into product with React and Node.js
Lead AI initiatives from prototype to deployment
Leverage Azure cloud infrastructure","Collaborative culture
Inclusive environment
Professional growth opportunities
Team celebrations","Airflow, AI tools, APIs, ArgoCD, Azure Cloud, Backend architecture, CBOW, Data Retrieval, ELT platforms, Flink, GenAI, GitHub Actions, GRPC, Hybrid search, Hybrid search engines, Kafka, Langgraph, LSTM, MCP, Microservices, ML, NLP technologies, Postgres, Python, RabbitMQ, RNNs, Search Engines, Spark, Superset, Vector Databases, Word2Vec","Bachelor's Degree, Master's Degree",Senior level / Expert,3,Full Time,,2025-08-08,mlops-lead-engineer-workflows-ai-01,reeves_lee_and_cooper@demo
MLOps,"Customer Engineer, Enterprise, Google Cloud","New York, NY, USA","Build serving and UI layers
Collaborate cross-functionally
Create evaluation techniques
Guide data annotation
Identify use-cases
Innovate on prototypes to production
Navigate ambiguous problems
Own end-to-end development of LLM products
Rapid experimentation with LLMs
Train and prompt models","Benefits
Bonus
Equity","Algorithms, Data Structures, Distributed Computing, Generative AI, Language Models, Language Processing, Large Language Models, Model Deployment, Model Training, Natural Language, Natural Language Processing, Prompt engineering, Prototyping, Python, PyTorch, Research in AI, System design, TensorFlow","Bachelor's Degree, Master's Degree, PhD",Mid-level / Intermediate,5,Full Time,USD 166K-244K,2025-08-08,mlops-customer-engineer-enterprise-google-cloud-01,tucker-robinson@demo
MLOps,"Staff Software Engineer, Policy Enforcement, Trust and Safety","Mountain View, CA, USA","Collaborate with cross-functional teams
Design large-scale enforcement systems
Develop and deploy ML solutions
Enhance distributed system architectures
Improve human review workflows using LLMs and classifiers
Influence engineering teams and stakeholders
Lead technical projects and teams
Manage project priorities and deadlines","Benefits
Bonus
Equity","C++, Data Storage, Distributed Systems, Language Models, Language Processing, Large Language Models, Machine Learning, ML Infrastructure, Mobile development, Natural Language, Natural Language Processing, Networking, Python, Reinforcement Learning, Security, Software Architecture, UI Design","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,8,Full Time,USD 197K-291K,2025-08-08,mlops-staff-software-engineer-policy-enforcement-trust-and-safety-01,green_schmidt_and_yoder@demo
Natural Language Processing,Senior Software Engineer,"Redmond, Washington, United States","Align strategy and processes
Communicate expectations and provide feedback
Develop technical vision and roadmap
Drive ML infrastructure optimization
Lead large-scale ML projects
Manage cross-functional teams and projects
Oversee system design and review code
Set team priorities","Benefits
Bonus
Equity","AI/ML, Audio Processing, C#, C++, Data Compression, Data Processing, Debugging, Distributed Computing, Fine Tuning, Java, JavaScript, Language Processing, Large-Scale System Design, ML Infrastructure, Model Deployment, Model Evaluation, Natural Language, Natural Language Processing, Networking, Project Management, Python, Reinforcement Learning, Security, Speech/audio processing, System design, Team leadership, Technical Project Management","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,4,Full Time,USD 119K-258K,2025-08-08,nlp-senior-software-engineer-01,harrison_herrera_and_roberts@demo
Natural Language Processing,"Software Engineer, AI Foundations","New Taipei, Banqiao District, New Taipei City, Taiwan","Collaborate across teams to influence roadmaps
Design tools and frameworks for AI development
Develop evaluation datasets and metrics
Evaluate and improve AI model performance
Implement NLP and computer vision algorithms
Mentor junior team members","Paid time off
Performance bonus
Training & development
Work from home","Big Data, Big data processing, C++, Communication, Computer Vision, Data Analysis, Data Processing, Hadoop, Java, Language Processing, Natural Language, Natural Language Processing, Problem Solving, Python, PyTorch, Spark, TensorFlow","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,2,Full Time,,2025-08-08,nlp-software-engineer-ai-foundations-01,james-lowery@demo
Natural Language Processing,AI Agent Developer,"Manila, Metro Manila, Philippines","Architect scalable RAG systems
Collaborate with cross-functional teams
Conduct AI enablement sessions and workshops
Create and optimize indexing strategies for performance
Deploy AI applications using Azure AI Services
Develop custom pipelines for document ingestion and embedding
Implement and evaluate embedding models and chunking strategies
Participate in code reviews and ensure system reliability",,"Azure AI, Azure Cognitive, Azure Cognitive Search, Cloud deployment, Cognitive Search, Copilot extensions, Custom Copilot extensions, Faiss, Generative AI, GitHub, Langchain, Llamaindex, LLMs, Pinecone, Prompt engineering, Prompt Tuning, Python, Retrieval-Augmented Generation, Vector Databases, Version control","Bachelor's Degree, Master's Degree",Senior level / Expert,2,Full Time,,2025-08-08,nlp-ai-agent-developer-01,morton_plc@demo
Natural Language Processing,Forward Deployed AI Engineer - Enterprise,"London, UK, San Francisco & Palo Alto, CA","Automate solutions to reduce costs
Collaborate with field teams and partners
Create field enablement materials for AWS AI solutions
Design generative AI solutions leveraging AWS services
Develop white papers, blogs, reference implementations, presentations
Drive AI adoption in government agencies
Enable large-scale customer use cases
Guide customer engagements
Help customers architect enterprise AI solutions
Influence AWS service roadmaps","Career growth resources
Diverse experiences encouraged
Inclusive team culture
Mentorship opportunities
Work-life balance","AI ecosystem, AI ecosystem knowledge, Artificial Intelligence, AWS Cloud, AWS Cloud Services, Cloud services, Cost Optimization, Customer Engagement, Data Science, Deep learning, Ecosystem knowledge, Generative AI, Machine Learning, Model Deployment, Python, Reference Development, Software Architecture, Solution design, Technical Communication","Bachelor's Degree, Master's Degree",Senior level / Expert,6,Full Time,USD 180K-440K,2025-08-08,nlp-forward-deployed-ai-engineer-enterprise-01,mckenzie-callahan@demo
Natural Language Processing,Project Lead-App Development,"INDIA - NOIDA- BIRLASOFT OFFICE, IN","Collaborate with teams to translate business needs into AI use cases
Design and implement Agentic AI solutions for IT operations
Oversee automation project development and deployment
Drive AI adoption in organization
Ensure AI compliance with regulations","Development programs
Educational support
Flexible work options
Inclusive environment","AI Governance, AWS, Azure, Databricks, Embeddings, Explainable AI, GCP, Generative AI, Graph AI, Hadoop, Knowledge graphs, Langchain, LLMs, MLOps, Neo4j, NLP, OpenAI, Python, PyTorch, RAG, Regulatory Standards, Retrieval systems, Spark, TensorFlow, Time Series, Time Series Analysis, Vector Databases","Bachelor, Master",Senior level / Expert,3,Full Time,,2025-08-08,nlp-project-lead-app-development-01,morton_plc@demo
Natural Language Processing,Project Lead-App Development,"INDIA - NOIDA- BIRLASOFT OFFICE, IN","Collaborate with teams to translate requirements into AI use cases
Design AI solutions for IT operations
Oversee automation project development and deployment
Review and improve existing automation solutions
Stay updated on AI and automation trends",,"Agentic AI, Aisera, Amelia, Ansible, C++, Chef, CI/CD, Docker, GenAI, Go, Java, Keras, Kubernetes, Langchain, Langgraph, Langsmith, Microsoft Copilot, Moveworks, NexThink, NLP, Powershell, Puppet, Python, PyTorch, Resolve, ServiceNow, Shell Scripting, TensorFlow, UiPath","Bachelor's Degree, Master's Degree",Senior level / Expert,3,Full Time,,2025-08-08,nlp-project-lead-app-development-02,harrison_herrera_and_roberts@demo
Natural Language Processing,AI Developer,"SGP Pioneer Yard, Singapore","Create documentation
Design NLP systems
Develop and implement AI models
Optimize AI models
Research AI technologies
Test and validate models",,"API Integration, AWS, Azure, Cloud deployment, CSS, Deep learning, HTML, JavaScript, Keras, Language Processing, Machine Learning, Natural Language, Natural Language Processing, Node.js, NoSQL, PyTorch, React.js, Scikit-learn, SQL, TensorFlow","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,3,Full Time,,2025-08-08,nlp-ai-developer-01,green_schmidt_and_yoder@demo
Natural Language Processing,[凱基金控] Ai 開發工程師,"國長大樓/ Guochang Building, Taiwan","Collaborate with cross-functional teams
Deploy AI models to production environment
Develop and test generative AI models
Optimize system performance and troubleshoot issues
Research and evaluate AI technologies and tools",,"AI Model Training, AI system architecture, Big Data, Big Data Tools, Cloud Native, Cloud Native Architecture, Data Tools, Deep learning, Distributed Systems, Java, Language Processing, Machine Learning, Microservices, Model Deployment, Model Training, Natural Language, Natural Language Processing, Performance optimization, Python, PyTorch, Standards development, System Architecture, System security, Technical standards, Technical standards development, TensorFlow","Bachelor, Information Engineering, Information Management",Senior level / Expert,2,Full Time,,2025-08-08,nlp-ai-01,beltran-russell@demo
Natural Language Processing,Responsible AI Senior Systems Engineer,"Herndon, VA, US | Washington, DC, US | Silver Spring, MD, US","Advise on AI technology transition strategies
Collaborate with stakeholders on AI system optimization
Collaborate with data scientists and engineers on proof-of-concept projects
Communicate effectively with technical and non-technical stakeholders
Integrate third-party GenAI services","Collaborative environment
Competitive benefits
Holidays
Paid time off
Rewards and recognition programs
Work-life balance","Agile methodologies, API Integration, Code Documentation, Data cleaning, GenAI Services, Node.js, Prompt engineering, Prototyping, Python, SQL","Bachelor's Degree, Technical Diploma",Senior level / Expert,5,Full Time,USD 115K-165K,2025-08-07,nlp-responsible-ai-senior-systems-engineer-01,dixon_inc@demo
Natural Language Processing,Artificial Intelligence Engineer,"Redstone Arsenal, AL, US","Collaborate with stakeholders to define requirements
Coordinate delivery of AI solutions for mission use cases
Deploy AI/ML models in secure environments
Design and implement autonomous AI agents with custom prompting and workflows
Implement feature engineering for structured and unstructured data
Optimize models for performance and scalability
Use libraries like TensorFlow and PyTorch for experimentation and production","Competitive benefits
Empowerment
Fun work environment
Growth opportunities
Innovative projects
Small team environment
Work-life balance","Agent Development, Agentic Frameworks, AI Agent, AI Agent Development, AI/ML, AI/ML frameworks, AWS GCP, Cloud deployment, Cloud Platforms, Cloud Platforms (AWS, Cloud platforms AWS GCP, Feature Engineering, Gen AI, Generative AI, Graph AI, Langchain, Llamaindex, LLMs, ML frameworks, MLOps, Model Optimization, Python, PyTorch, RAG, TensorFlow, Vector Databases, Vertex AI","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,3,Full Time,,2025-08-07,nlp-artificial-intelligence-engineer-01,mitchell-hoffman@demo
Natural Language Processing,AI Team Lead,"Chennai, India","Deliver AI/Gen-AI solutions
Design and develop AI solutions
Develop and integrate APIs
Develop chatbots and AI decision systems
Ensure AI ethics, data governance, security","401k match
Disability Life AD&D insurance
Education reimbursements
Flexible work
In-house training
Medical/Dental/Vision insurance
Paid vacation
Performance bonuses
Pre-Paid Commute
Referral bonuses","AI ethics, API Development, Automation frameworks, AWS, Azure, Chatbot Development, Cloud Platforms, Communication, Computer Vision, Data Governance, Deep learning, DevOps, Full Stack, Full stack technologies, GCP, Hugging Face, Langchain, Langgraph, Langsmith, Machine Learning, .NET, NLP, OpenAI, Problem Solving, Python, PyTorch, Security, Semantic Kernel, TensorFlow","AI, Bachelor's, Data Science, Master's in Computer Science",Senior level / Expert,9,Full Time,,2025-08-07,nlp-ai-team-lead-01,martin-bennett@demo
